Date,Open,High,Low,Close,Adj Close,Volume
2017-11-17,310.000000,369.000000,307.000000,344.600006,337.629089,168836552
2017-11-20,344.700012,358.899994,344.000000,355.350006,348.161652,14650240
2017-11-21,356.399994,418.899994,352.500000,385.299988,377.505798,43078194
2017-11-22,388.000000,408.000000,386.899994,395.200012,387.205566,15227642
2017-11-23,390.000000,392.000000,371.100006,374.850006,367.267212,12300150
2017-11-24,376.049988,383.000000,366.100006,370.700012,363.201111,9463228
2017-11-27,371.000000,384.500000,371.000000,380.350006,372.655975,3832223
2017-11-28,383.000000,386.399994,378.100006,382.200012,374.468536,2409447
2017-11-29,382.399994,384.700012,376.100006,377.799988,370.157562,1657909
2017-11-30,379.799988,379.799988,370.799988,371.500000,363.984955,2536960
2017-12-01,373.700012,379.549988,368.000000,372.750000,365.209686,1904781
2017-12-04,374.049988,374.899994,362.000000,362.799988,355.460938,1323453
2017-12-05,361.000000,365.899994,357.149994,362.350006,355.020050,1806017
2017-12-06,360.899994,371.700012,358.549988,368.350006,360.898682,3331373
2017-12-07,370.049988,389.899994,370.049988,388.299988,380.445129,3350792
2017-12-08,390.000000,395.799988,385.600006,389.299988,381.424866,2494845
2017-12-11,387.000000,392.250000,379.049988,380.799988,373.096832,1029719
2017-12-12,380.899994,387.000000,377.049988,383.799988,376.036133,2564559
2017-12-13,386.450012,389.250000,378.500000,380.799988,373.096832,747787
2017-12-14,382.850006,386.000000,377.000000,384.299988,376.526031,1261422
2017-12-15,388.000000,390.750000,380.100006,381.399994,375.011841,1698848
2017-12-18,380.000000,383.299988,372.250000,377.450012,371.128021,1399027
2017-12-19,378.000000,380.950012,372.250000,374.899994,368.620697,1641589
2017-12-20,377.450012,377.700012,371.500000,375.149994,368.866516,2251770
2017-12-21,379.250000,381.799988,375.000000,376.049988,369.751434,1448962
2017-12-22,376.250000,380.399994,374.200012,374.549988,368.276520,775946
2017-12-26,376.000000,378.600006,373.399994,376.549988,370.243042,1310649
2017-12-27,375.100006,377.950012,373.799988,374.850006,368.571533,589597
2017-12-28,375.000000,380.000000,372.399994,377.950012,371.619659,912189
2017-12-29,379.000000,390.799988,375.649994,386.000000,379.534821,1611972
2018-01-01,388.500000,399.799988,386.549988,389.649994,383.123688,1445743
2018-01-02,391.700012,398.000000,384.350006,395.500000,388.875702,1219713
